generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,35,-0.1674433279455674,-0.1822369643724081,-0.19269402964956978,0.28287379105230887,0.0,ACO,42
2,40,-0.1674433279455674,-0.18062653452381286,-0.1893408929448031,0.2873562629713942,0.0,ACO,42
3,45,-0.1674433279455674,-0.17970768614851249,-0.1857398968695025,0.28750853041603286,0.0,ACO,42
