generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.17348967461363327,-0.18019086238195253,-0.19296255783253213,0.1778171517210346,0.0,GA,42
2,15,-0.17348967461363327,-0.183844947486359,-0.19089517755368013,0.017430190718191182,0.0,GA,42
3,20,-0.17266580001065657,-0.1824899922321531,-0.1911377230179922,0.011503521551392053,0.0,GA,42
