generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,2,-0.17232157601766684,-0.1876496352422325,-0.1876496352422325,0.0,0.0,SA,42
2,3,-0.17232157601766684,-0.17452007722007115,-0.17452007722007115,0.0,0.0,SA,42
3,4,-0.17232157601766684,-0.1955886712905362,-0.1955886712905362,0.0,0.0,SA,42
