generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.17196195371519565,-0.18056725427642295,-0.1874576303594832,0.18063987457993952,0.0,GA,42
2,15,-0.17196195371519565,-0.18288893388566535,-0.19288043940230676,0.01167516908337777,0.0,GA,42
3,20,-0.17196195371519565,-0.17941586639848828,-0.1843642778019582,0.015642467967875898,0.0,GA,42
