generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.1707816779367231,-0.1793372814513931,-0.19198195130177215,0.1322991879385719,0.0,PSO,42
2,15,-0.1707816779367231,-0.18327247930901583,-0.19020454502375556,0.14183256004102093,0.0,PSO,42
3,20,-0.1707816779367231,-0.1795454465929444,-0.18741624653534777,0.12253803868244632,0.0,PSO,42
