generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.16978175109248356,-0.18296825915791143,-0.1885637908419792,0.22054765836554308,0.0,GWO,42
2,15,-0.16978175109248356,-0.18489114008566404,-0.19195827023505907,0.22461763838762785,0.0,GWO,42
3,20,-0.16978175109248356,-0.18461710333144243,-0.19197733718457957,0.21495194994325278,0.0,GWO,42
