generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.17463850508484102,-0.18603722186224894,-0.19609010891664047,0.1301971657023203,0.0,PSO,42
2,15,-0.17463850508484102,-0.18004683584224673,-0.1830451795410472,0.16005565259619392,0.0,PSO,42
3,20,-0.16463109301978815,-0.17751394360767342,-0.19015892981025034,0.18262707549795637,0.0,PSO,42
