generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.16896153700412675,-0.17775966751715025,-0.18761434246198627,0.23373105591161628,0.0,DE,42
2,15,-0.16896153700412675,-0.17775966751715025,-0.18761434246198627,0.23373105591161628,0.0,DE,42
3,20,-0.16762940997521814,-0.17421036000227005,-0.18064972327869255,0.2432856191192069,0.0,DE,42
