generation,evaluation_count,best_fitness,mean_fitness,worst_fitness,diversity_index,elapsed_time,algorithm_name,seed
1,10,-0.1725346565361064,-0.1772577335552504,-0.18578773402927373,0.2032020626063956,0.0,DE,42
2,15,-0.1725346565361064,-0.17534881609500758,-0.17647324915699308,0.19693796808863553,0.0,DE,42
3,20,-0.1671778487881288,-0.17393683691098777,-0.17647324915699308,0.20853528613643704,0.0,DE,42
